,count,values
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.list.item.@value,24,"['Asthma', 'CO2 SerPl-sCnc 25.0 mmol/L', 'CRP SerPl High Sens-mCnc 1.80 mg/L', 'Chills, 2 days', 'Cholest SerPl-mCnc 299.0 mg/dL', 'Community acquired pneumonia', 'Cough productive of greenish sputum, 2 days', 'General Practitioner MD Khan, Samir ', 'HDLc SerPl-mCnc 18.0 mg/dL', 'Hct Fr Bld Auto 42.0 %', 'Hct Fr Bld Auto 44.50 %', 'Hct Fr Bld Auto 45.0 %', 'Hct Fr Bld Auto 46.0 %', 'Hct Fr Bld Auto 46.50 %', 'Hct Fr Bld Auto 50.0 %', 'Hct Fr Bld Auto 51.20 %', 'Hgb Bld-mCnc 12.60 g/dL', 'Hgb Bld-mCnc 13.40 g/dL', 'Hgb Bld-mCnc 13.50 g/dL', 'Hgb Bld-mCnc 14.20 g/dL', 'Hgb Bld-mCnc 15.0 g/dL', 'Hypoxemia', 'LDLc SerPl-mCnc 189.0 mg/dL', 'Mild Fever, 2 days', 'Nurse RN Nightingale, Nancy ', 'Platelet # Bld Auto 220.0 x10E3/uL', 'Platelet # Bld Auto 246.0 x10E3/uL', 'Platelet # Bld Auto 265.0 x10E3/uL', 'Platelet # Bld Auto 296.0 x10E3/uL', 'Platelet # Bld Auto 300.0 x10E3/uL', 'Platelet # Bld Auto 394.0 x10E3/uL', 'PreB-LP SerPl-mCnc 35.0 mg/dL', 'Trigl SerPl-mCnc 5000.0 mg/dL', 'WBC # Bld Auto 12.50 x10E3/uL', 'WBC # Bld Auto 12.80 x10E3/uL', 'WBC # Bld Auto 6.0 x10E3/uL', 'WBC # Bld Auto 7.60 x10E3/uL', 'WBC # Bld Auto 8.90 x10E3/uL']"
ClinicalDocument.informant.assignedEntity.telecom.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.administrationUnitCode.codeSystem,6,['2.16.840.1.113883.3.26.1.1']
ClinicalDocument.recordTarget.patientRole.patient.guardian.guardianPerson.name.given.@value,226,"['Adam', 'Alberto', 'Alfred', 'Andrew', 'Angel', 'Annette', 'Anthony', 'Arnold', 'Arthur', 'Barbara', 'Blanca', 'Brady', 'Brett', 'Brittany', 'Bryce', 'Carol', 'Carrie', 'Charles', 'Denise', 'Dennis', 'Diana', 'Dirk', 'Don', 'Donna', 'Douglas', 'Eliana', 'Frances', 'Frank', 'Gabriel', 'Gary', 'Gerald', 'Glenn', 'Goldie', 'Hannah', 'Heidi', 'Henry', 'Jackson', 'James', 'Jane', 'Janel', 'Jerry', 'Jimmy', 'Jo', 'John', 'Joseph', 'Joshua', 'Joyce', 'Judith', 'Julia', 'Julie', 'Kathleen', 'Katie', 'Laura', 'Lester', 'Linda', 'Lorena', 'Lucy', 'Luis', 'Marcell', 'Marcia', 'Maria', 'Marie', 'Mary', 'Maurice', 'Meredith', 'Miguel', 'Mohammad', 'Mona', 'Monica', 'Neil', 'Patricia', 'Paul', 'Rachel', 'Ralph', 'Raul', 'Raymond', 'Robert', 'Ronald', 'Rosie', 'Samuel', 'Sandra', 'Sean', 'Shannon', 'Steven', 'Tajuana', 'Thomas', 'Timothy', 'Tracy', 'Virginia', 'Walter', 'William', 'Yvette']"
ClinicalDocument.recordTarget.patientRole.patient.guardian.code.codeSystem,226,['2.16.840.1.113883.5.111']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.dischargeDispositionCode.codeSystem,2,['2.16.840.1.113883.12.112']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.code.displayName,6,"[""Provider's Office"", 'Urgent Care Center']"
ClinicalDocument.author.assignedAuthor.addr.streetAddressLine.nullFlavor,28,"['NI', 'UNK']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.informant.assignedEntity.assignedPerson.name.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.code.code,310,"['10466-1', '10524-7', '11579-0', '12805-8', '12951-0', '1314-4', '13362-9', '14627-4', '14646-4', '14957-5', '14959-1', '15152-2', '1742-6', '1751-7', '17861-6', '18041-4', '18089-3', '18314-5', '18844-1', '19195-7', '1920-8', '1975-2', '2028-9', '20565-8\r\n', '20570-8', '2069-3', '2069-3\r\n', '2075-0', '2085-9', '2089-1', '2093-3', '2119-6', '2160-0', '22760-3', '2324-2', '2335-8', '2336-6', '2339-0', '2345-7', '2532-0', '2571-8', '2575-9', '26436-6', '26461-4', '26464-8', '26515-7', '2777-1', '2823-3', '2885-2', '29463-7', '2947-0', '2951-2', '3016-3', '3022-1', '3026-2', '30313-1', '30392-5', '3050-2', '30522-7', '3094-0', '3139-2', '3140-1', '3141-9', '31777-6', '31971-5', '33765-9', '33914-3', '35266-6', '35674-1', '38483-4', '39156-5', '41909-3', '4544-3', '4548-4', '50561-0', '5292-8', '55561003', '5905-5', '6298-4', '6299-2', '6301-6', '6598-7', '6690-2', '6768-6', '6777-7', '704-7', '706-2', '7087005', '711-2', '713-8', '718-7', '731-0', '736-9', '73906-0', '742-7', '751-8', '770-8', '777-3', '785-6', '786-4', '787-2', '788-0', '789-8', '8287-5', '8302-2', '8306-3', '8310-5', '8462-4', '8480-6', '8867-4', '9279-1', 'UNK', 'UNKNOWN']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.code.qualifier.value.displayName,2,['Computed Radiography']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.classCode,2,['ASSIGNED']
ClinicalDocument.component.structuredBody.component.section.text.list.item.table.tbody.tr.td.list.item.table.tbody.tr.td.content.@value,2,"[' Ordered ', ' Started ']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.author.assignedAuthor.assignedPerson.name.given.@value,4,"['Henry', 'Robert']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.informant.assignedEntity.representedOrganization.addr.postalCode.@value,2,['32608']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.administrationUnitCode.codeSystemName,52,['NCI Thesaurus']
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.linkHtml.href,2,['AdvanceDirective.b50b7910-7ffb-4f4c-bbe4-177ed68cbbf3.pdf']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.codeSystem,316,['2.16.840.1.113883.6.96']
ClinicalDocument.legalAuthenticator.assignedEntity.code.code,2,['207QA0505X']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.procedure.code.codeSystem,2,['2.16.840.1.113883.6.96']
ClinicalDocument.recordTarget.patientRole.patient.guardian.guardianPerson.name.family.@value,226,"['Aiken', 'Angel', 'Arthur', 'Ballard', 'Bates', 'Beaudry', 'Bishop', 'Bradford', 'Brewer', 'Brooks', 'Brown', 'Burnett', 'Camara', 'Canada', 'Carstens', 'Christensen', 'Clemmons', 'Cook', 'Corvin', 'Cosgrove', 'Cross', 'Crowley', 'Cummings', 'Cunningham', 'Delaney', 'Deleon', 'Downs', 'Dutton', 'Dwyer', 'Ebel', 'Eckhart', 'Engel', 'Ferguson', 'Finch', 'Frazer', 'Fry', 'George', 'Gervais', 'Gillette', 'Gomez', 'Gutierrez', 'Harper', 'Hawley', 'Haynes', 'Her', 'Hernandez', 'Hicks', 'Hinojosa', 'Hodges', 'Jackson', 'Johnson', 'Jones', 'Jump', 'Kirby', 'Lara', 'Lemmons', 'Long', 'Louis', 'Lynch', 'Marshall', 'McCarroll', 'McElhaney', 'McKenna', 'McRee', 'Miesner', 'Miller', 'Mills', 'Nelson', 'Orr', 'Parsons', 'Patton', 'Person', 'Powell', 'Quinn', 'Rasmussen', 'Relative', 'Rice', 'Robinson', 'Schoenfeld', 'Schulz', 'Scott', 'Shelton', 'Silva', 'Skinner', 'Smith', 'Soria', 'Stroble', 'Sullivan', 'Sutton', 'Toledo', 'Tso', 'Tynan', 'Vincent', 'Wade', 'Walter', 'Warden', 'White', 'Wilcox', 'Wilkinson', 'Williams', 'Wilson']"
ClinicalDocument.component.structuredBody.component.section.entry.supply.participant.participantRole.scopingEntity.desc.@value,2,['Good Health Prostheses Company']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.informant.assignedEntity.telecom.value,2,['tel:+1-916-555-7654']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.value.code,30,"['126675008', '194828000', '195967001', '203523006', '233604007', '26929004', '363746003', '36971009', '385093006', '59621000', '70342003', '95891005']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.assignedPerson.name.given.@value,194,"['Admin', 'David', 'E', 'Henry', 'History', 'Jim', 'K', 'Kati', 'Kevin', 'May', 'Mike', 'Nancy']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.code.code,16,"['113015', '12', '48767-8', '6035001', 'GP', 'SELF']"
ClinicalDocument.component.structuredBody.component.section.text.table.cellpadding,2,['0']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.author.assignedAuthor.addr.streetAddressLine.@value,4,"['1002 Healthcare Dr.', '5555 Waverly Way']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.id.root,4,['5a784260-6856-4f38-9638-80c751aff2fb']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.observation.templateId.root,2,['2.16.840.1.113883.10.20.22.4.4']
ClinicalDocument.componentOf.encompassingEncounter.location.healthCareFacility.location.addr.city.@value,14,"[' CHESTNUT HILL', 'Springfield']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.effectiveTime.institutionSpecified,52,"['false', 'true']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.performer.assignedEntity.assignedPerson.name.suffix.@value,2,['MD']
ClinicalDocument.component.structuredBody.component.section.entry.act.code.originalText.reference.value,14,"['#ID0ECABACA', '#Proc1', '#procedures_1']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.code.displayName,8,['General Acute Care Hospital']
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.th.@value,18,"['09/03/2007 10:05A', '10/05/2007 10:06A', '11/02/2007 10:07A', 'BMI', 'Blood Pressure', 'Height', 'Vital Name', 'Weight']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.reference.typeCode,2,['REFR']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.representedOrganization.telecom.use,16,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.translation.codeSystemName,2,['RxNorm']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.codeSystemName,10,['HL7 FamilyMember']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.author.assignedAuthor.addr.postalCode.@value,2,['97005']
ClinicalDocument.informationRecipient.intendedRecipient.addr.postalCode.@value,42,"['17102', '20000', '97005']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.value.originalText.@value,22,"['Expired - ', 'Ordered']"
ClinicalDocument.informant.relatedEntity.code.code,222,['SPS']
ClinicalDocument.informationRecipient.intendedRecipient.addr.state.@value,32,"['DC', 'OR']"
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.addr.postalCode.@value,10,"['02368', '95653']"
ClinicalDocument.recordTarget.patientRole.providerOrganization.addr.country.@value,300,"['US', 'USA', 'United States', 'United States of America']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.author.assignedAuthor.assignedPerson.name.suffix.@value,4,"['MD', 'RN']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.author.assignedAuthor.id.root,6,"['2.16.840.1.113883.4.6', '2a620154-9d11-439e-92b3-5d9815ff4de8', '2a620155-9d11-439e-92b3-5d9815ff4de8', '2a620155-9d11-439e-92b3-5d9816ff4de8']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.typeCode,76,"['REFR', 'RSON', 'SPRT', 'SUBJ']"
ClinicalDocument.component.structuredBody.component.section.text.paragraph.content.linkHtml.@value,2,['Chest_PA ']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.act.statusCode.code,2,['completed']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.entryRelationship.act.moodCode,14,"['DEF', 'EVN']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.representedOrganization.addr.nullFlavor,14,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.templateId.root,12,['2.16.840.1.113883.10.20.22.4.23']
ClinicalDocument.dataEnterer.assignedEntity.code.code,204,"['207Q00000X', '364SA2200X']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.performer.typeCode,2,['PRF']
ClinicalDocument.componentOf.encompassingEncounter.responsibleParty.assignedEntity.telecom.value,14,"['tel:(617)111-1000', 'tel:(617)732-9900', 'tel:+1(571)555-0179;ext=221']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.moodCode,54,"['EVN', 'INT']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.informant.assignedEntity.addr.state.@value,2,['FL']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.procedure.code.displayName,12,"['Abdominal Ultrasound', 'CHEST XRAY, PA & LATERAL (71020)', 'Chest X-Ray, PA and Lateral Views', 'DIAGNOSTIC COLONOSCOPY (45378)']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.author.assignedAuthor.assignedPerson.name.family.@value,6,"['Manning', 'Nightengale', 'Seven']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.value.unit,2,['g/dl']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.encounter.code.codeSystem,20,"['2.16.840.1.113883.5.4', '2.16.840.1.113883.6.1', '2.16.840.1.113883.6.96']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.addr.nullFlavor,22,['UNK']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.telecom.use,270,"['HP', 'MP', 'WP']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.encounter.performer.assignedEntity.assignedPerson.name.family.@value,14,"['Puffer', 'Seven']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.code.translation.codeSystem,2,['2.16.840.1.113883.6.96']
ClinicalDocument.documentationOf.serviceEvent.performer.time.high.nullFlavor,30,"['NI', 'UNK']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.addr.streetAddressLine.@value,8,"['17 Daws Rd.', '21 North Ave.']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.code.code,308,"['121060', '121071', '121073', '142008000', '160573003', '168731009', '19000', '19100', '19350', '19355', '225323000', '228272008', '229819007', '230056004', '241526005', '248536006', '274025005', '289169006', '30313-1', '304251008', '310634005', '373930000', '404684003', '406162001', '409586006', '410418004', '441987005', '45330', '45378', '46083', '55607006', '57500', '624-7', '64572001', '6460-0', '71020', '71130', '74182', '74270', '76070', '78823007', '80055', '80061', '80072', '81001', '85018', '87070', '87797', '88202002', '89220', '90396', '90656', '90658', '90707', '93000', 'ASSERTION']"
ClinicalDocument.legalAuthenticator.assignedEntity.representedOrganization.telecom.value,2,['tel:+1-2156577010']
ClinicalDocument.recordTarget.patientRole.patient.guardian.telecom.value,226,"['207-841-9103', '703-373-1575', 'email:AdamMCook@teleworm.us', 'email:AlbertoJGomez@jourrapide.com', 'email:AlfredNWhite@armyspy.com', 'email:AndrewHWarden@cuvox.de', 'email:AndrewMLemmons@jourrapide.com', 'email:AngelMBurnett@einrot.com', 'email:AnnetteRLong@cuvox.de', 'email:AnthonyHCunningham@einrot.com', 'email:AnthonyKWilcox@cuvox.de', 'email:ArnoldDCrowley@jourrapide.com', 'email:ArthurEHawley@jourrapide.com', 'email:ArthurETynan@einrot.com', 'email:BarbaraMBrewer@fleckens.hu', 'email:BlancaCEbel@cuvox.de', 'email:BradyHBeaudry@superrito.com', 'email:BrettEDutton@gustr.com', 'email:BrittanyNRasmussen@cuvox.de', 'email:BryceADowns@gustr.com', 'email:CarolCChristensen@armyspy.com', 'email:CarriePAngel@armyspy.com', 'email:CharlesMMills@teleworm.us', 'email:CharlesSScott@einrot.com', 'email:DeniseWBishop@dayrep.com', 'email:DennisSWilson@gustr.com', 'email:DianaMKirby@gustr.com', 'email:DirkYHarper@einrot.com', 'email:DonKTso@superrito.com', 'email:DonnaMQuinn@superrito.com', 'email:DouglasRJackson@einrot.com', 'email:ElianaMSmith@gustr.com', 'email:FrancesELynch@teleworm.us', 'email:FrankBJump@cuvox.de', 'email:GabrielNSutton@einrot.com', 'email:GaryLCorvin@cuvox.de', 'email:GeraldJFerguson@teleworm.us', 'email:GlennEJones@jourrapide.com', 'email:GoldieWBrown@gustr.com', 'email:HannahCEckhart@cuvox.de', 'email:HeidiCSkinner@dayrep.com', 'email:HenryCNelson@superrito.com', 'email:JamesAAiken@fleckens.hu', 'email:JamesDCross@superrito.com', 'email:JaneAHicks@teleworm.us', 'email:JanelEHernandez@teleworm.us', 'email:JerryMMiesner@superrito.com', 'email:JimmyJLouis@dayrep.com', 'email:JoCCummings@dayrep.com', 'email:JohnDCosgrove@einrot.com', 'email:JohnJMcCarroll@einrot.com', 'email:JosephAPatton@superrito.com', 'email:JosephCDeleon@gustr.com', 'email:JosephEStroble@armyspy.com', 'email:JoshuaLCanada@gustr.com', 'email:JoyceVLara@rhyta.com', 'email:JudithWSchulz@gustr.com', 'email:JuliaRWade@dayrep.com', 'email:JulieMCook@einrot.com', 'email:KathleenCGutierrez@superrito.com', 'email:KatieDBates@superrito.com', 'email:LauraSOrr@jourrapide.com', 'email:LesterMPerson@superrito.com', 'email:LindaJMcElhaney@dayrep.com', 'email:LorenaCMcKenna@gustr.com', 'email:LucyRGeorge@jourrapide.com', 'email:LuisEHer@jourrapide.com', 'email:MarcellCSullivan@gustr.com', 'email:MarciaFRobinson@rhyta.com', 'email:MariaHGervais@einrot.com', 'email:MarieBRobinson@cuvox.de', 'email:MaryAShelton@teleworm.us', 'email:MaryRFrazer@einrot.com', 'email:MaryTCarstens@cuvox.de', 'email:MauriceMVincent@einrot.com', 'email:MeredithMEngel@fleckens.hu', 'email:MiguelTBallard@gustr.com', 'email:MohammadAPowell@rhyta.com', 'email:MonaTMarshall@cuvox.de', 'email:MonicaGBradford@fleckens.hu', 'email:NeilLWalter@einrot.com', 'email:PatriciaJArthur@rhyta.com', 'email:PaulJSchoenfeld@einrot.com', 'email:RachelBGillette@jourrapide.com', 'email:RaulADelaney@einrot.com', 'email:RaymondSCamara@rhyta.com', 'email:RobertMSilva@jourrapide.com', 'email:RonaldSHinojosa@jourrapide.com', 'email:RosieGClemmons@einrot.com', 'email:SamuelVFinch@teleworm.us', 'email:SandraDDwyer@einrot.com', 'email:SeanJToledo@teleworm.us', 'email:ShannonTParsons@jourrapide.com', 'email:StevenRSoria@gustr.com', 'email:TajuanaDFry@fleckens.hu', 'email:ThomasSJohnson@armyspy.com', 'email:TimothyJMiller@einrot.com', 'email:TimothyKBrooks@jourrapide.com', 'email:TracyJHodges@dayrep.com', 'email:VirginiaJMcRee@fleckens.hu', 'email:WalterMHaynes@cuvox.de', 'email:WilliamFWilliams@rhyta.com', 'email:YvetteRRice@cuvox.de', 'tel:(202)263-0183', 'tel:(203)286-8976', 'tel:(203)568-0597', 'tel:(203)676-3417', 'tel:(203)783-9429', 'tel:(205)223-4931', 'tel:(208)346-6770', 'tel:(212)946-0770', 'tel:(215)585-6210', 'tel:(229)248-2096', 'tel:(248)886-0669', 'tel:(251)650-9431', 'tel:(252)603-2368', 'tel:(256)778-5832', 'tel:(305)370-5213', 'tel:(305)651-8506', 'tel:(305)822-4096', 'tel:(305)871-1422', 'tel:(310)548-5067', 'tel:(310)704-2465', 'tel:(312)884-4435', 'tel:(312)969-1442', 'tel:(314)208-3694', 'tel:(315)437-6904', 'tel:(316)844-7256', 'tel:(318)365-2549', 'tel:(319)431-2411', 'tel:(405)623-0595', 'tel:(410)666-2626', 'tel:(412)381-6026', 'tel:(415)385-9749', 'tel:(415)727-5680', 'tel:(415)846-7166', 'tel:(417)491-3057', 'tel:(419)498-4545', 'tel:(423)454-2031', 'tel:(484)977-2163', 'tel:(503)692-3293', 'tel:(505)434-4959', 'tel:(513)498-2496', 'tel:(515)867-3226', 'tel:(516)742-0362', 'tel:(530)741-6524', 'tel:(567)246-0614', 'tel:(571)438-6839', 'tel:(580)253-4739', 'tel:(601)542-4164', 'tel:(602)437-8869', 'tel:(602)779-6592', 'tel:(605)894-0823', 'tel:(609)326-9378', 'tel:(612)659-1653', 'tel:(616)980-7836', 'tel:(617)507-7710', 'tel:(618)898-5739', 'tel:(646)924-1905', 'tel:(661)745-9950', 'tel:(678)795-3199', 'tel:(678)828-5583', 'tel:(706)883-0080', 'tel:(707)259-1521', 'tel:(707)413-9985', 'tel:(708)750-3994', 'tel:(716)278-0205', 'tel:(717)840-2735', 'tel:(718)271-2587', 'tel:(719)574-7993', 'tel:(734)334-7213', 'tel:(760)386-7909', 'tel:(765)456-9480', 'tel:(765)831-0213', 'tel:(773)725-1968', 'tel:(775)312-0234', 'tel:(781)555-1212', 'tel:(781)778-1937', 'tel:(781)851-5840', 'tel:(801)294-5893', 'tel:(812)840-1928', 'tel:(814)966-9477', 'tel:(816)276-6909', 'tel:(816)516-4742', 'tel:(830)264-0313', 'tel:(860)460-7509', 'tel:(901)678-8324', 'tel:(903)394-7433', 'tel:(906)475-6498', 'tel:(912)506-3329', 'tel:(915)747-7956', 'tel:(916)919-5165', 'tel:(917)366-3732', 'tel:(919)440-5745', 'tel:(920)399-9746', 'tel:(928)262-8092', 'tel:(936)760-7277', 'tel:(941)754-6298', 'tel:(949)595-2436', 'tel:(951)656-2571', 'tel:(954)452-9386', 'tel:(954)785-6278', 'tel:(973)771-9878', 'tel:(978)766-5553', 'tel:(989)333-3691', 'tel:(989)924-9136']"
